arabic_name,english_name
بني علي - شط الشامي,Bani Ali - Shat Al-Shami
بني عامر - العبدل,Bani Amer - Al-Abdal
بني عامر - الاهواب,Bani Amer - al-Ahwab
بني عامر - الاشراف,Bani Amer - al-Ashraf
بني عامر - الجبات,Bani Amer - al-Jubbat
بني عامر - المشراح,Bani Amer - Al-Mashrah
بني عامر - المزبر,Bani Amer - al-Mazbar
بني عامر - القبعه,Bani Amer - al-Qubba'a
بني عامر - الركب,Bani Amer - al-Rakb
بني عامر - الصنمه,Bani Amer - Al-Sanamah
بني عامر - السند,Bani Amer - al-Sind
بني عامر - عشاري,Bani Amer - Ashari
بني عامر - بيت الحرف,Bani Amer - Bayt al-Harf
بني عامر - بيت الحيقي,Bani Amer - Bayt Al-Hayqi
بني عامر - بيت الشميري,Bani Amer - Bayt al-Shamiri
بني عامر - بيت الصوفي,Bani Amer - Bayt al-Sufi
بني عامر - حدابه,Bani Amer - Hadaba
بني عامر - جبل الصبري,Bani Amer - Jabal al-Sabri
بني عامر - مهلومين,Bani Amer - Mahlumin
بني عامر - صفاءالحبيل,Bani Amer - Safaa Al-Habil
بني عامر - شعب الاشول,Bani Amer - Sha'b al-Ashwal
بني عامر - شعبة الـركز,Bani Amer - Sha'bat al-Rukz
بني دريغم - اكمه الجيشي,Bani Drigham - Akmat Al-Jayshi
بني دريغم - الاقحف,Bani Drigham - Al-Aqhaf
بني دريغم - الدفنه,Bani Drigham - Al-Dafna
بني دريغم - الدمسي,Bani Drigham - Al-Damsi
بني دريغم - الضاربة,Bani Drigham - Al-Dhariba
بني دريغم - الحرف,Bani Drigham - Al-Harf
بني دريغم - الكدف,Bani Drigham - Al-Kadif
بني دريغم - المحطه,Bani Drigham - Al-Mahatta
بني دريغم - المقضي,Bani Drigham - Al-Maqdi
بني دريغم - المعرض,Bani Drigham - Al-Ma'rad
بني دريغم - المشقبه,Bani Drigham - Al-Mashqaba
بني دريغم - المسبعه,Bani Drigham - Al-Musab'a
بني دريغم - القحاف,Bani Drigham - Al-Qahaf
بني دريغم - القحفه,Bani Drigham - Al-Qahfa
بني دريغم - القاعده,Bani Drigham - Al-Qa'ida
بني دريغم - القشب,Bani Drigham - Al-Qashb
بني دريغم - الرجمه,Bani Drigham - Al-Rajma
بني دريغم - الرواس,Bani Drigham - Al-Rawas
بني دريغم - السقعود,Bani Drigham - Al-Saq'ud
بني دريغم - الشرف,Bani Drigham - Al-Sharaf
بني دريغم - بيت البكيري,Bani Drigham - Bayt Al-Bakiri
بني دريغم - جرات,Bani Drigham - Jarat
بني دريغم - مشرفه,Bani Drigham - Mushrifa
بني دريغم - قبه الفقيه,Bani Drigham - Qubbat Al-Faqih
بني دريغم - شعب الجبلي,Bani Drigham - Sha'b Al-Jabali
بني دريغم - العامره,Bani Durayghim - Al-Amirah
بني دريغم - البورحه,Bani Durayghim - Al-Buraha
بني حجاج - اكمه الحمر,Bani Hajjaj - Akmah Al-Hamr
بني حجاج - العجل,Bani Hajjaj - Al-Ajal
بني حجاج - الاكمة,Bani Hajjaj - Al-Akmah
بني حجاج - الضروبه,Bani Hajjaj - Al-Dharubah
بني حجاج - الدليفه,Bani Hajjaj - Al-Dulayfah
بني حجاج - الفناح,Bani Hajjaj - Al-Fanah
بني حجاج - الفقره,Bani Hajjaj - Al-Faqrah
بني حجاج - الغرسه,Bani Hajjaj - Al-Gharasah
بني حجاج - الحناني,Bani Hajjaj - Al-Hanani
بني حجاج - الجاب,Bani Hajjaj - Al-Jab
بني حجاج - الجراديه,Bani Hajjaj - Al-Jaradiyah
بني حجاج - الجريعه,Bani Hajjaj - Al-Jari'ah
بني حجاج - الجبانه,Bani Hajjaj - Al-Jubana
بني حجاج - الكام,Bani Hajjaj - Al-Kam
بني حجاج - المحليه,Bani Hajjaj - Al-Mahaliyah
بني حجاج - المقداحه,Bani Hajjaj - Al-Maqdaha
بني حجاج - المعطاب,Bani Hajjaj - Al-Ma'tab
بني حجاج - المقلد,Bani Hajjaj - Al-Muqallad
بني حجاج - المقيديحه,Bani Hajjaj - Al-Muqaydihah
بني حجاج - المرتفعات,Bani Hajjaj - Al-Murtafa'at
بني حجاج - النجد,Bani Hajjaj - Al-Najd
بني حجاج - النجيد,Bani Hajjaj - Al-Najid
بني حجاج - الصفا,Bani Hajjaj - Al-Safa
بني حجاج - الشفرين,Bani Hajjaj - Al-Shafrayn
بني حجاج - الشقه,Bani Hajjaj - Al-Shaqqah
بني حجاج - الشرف,Bani Hajjaj - Al-Sharaf
بني حجاج - الوطيف,Bani Hajjaj - Al-Watif
بني حجاج - عقمه الشقه,Bani Hajjaj - Aqmah Al-Shaqqah
بني حجاج - حول السوق,Bani Hajjaj - Hawl Al-Souq
بني حجاج - خذفان,Bani Hajjaj - Khadhfan
بني حجاج - شعبه هاربه,Bani Hajjaj - Sha'bat Harbah
بني جعفر - المقيبره,Bani Jaafar - Al-Muqaybira
بني مليك - العدف,Bani Malik - Al-Adaf
بني مليك - الاجراف,Bani Malik - al-Ajraf
بني مليك - العكده,Bani Malik - al-Akdah
بني مليك - العـاوه,Bani Malik - al-'Awah
بني مليك - الضوضحـي,Bani Malik - al-Dawdhahi
بني مليك - الضــدح,Bani Malik - al-Dhadhah
بني مليك - المحداده,Bani Malik - al-Mahdadah
بني مليك - الطيشه,Bani Malik - al-Tayshah
بني مليك - بيت الحرازي,Bani Malik - Bayt al-Harazi
بني مليك - بيت هيكو,Bani Malik - Bayt Hiku
بني مليك - دار بني الامير,Bani Malik - Dar Bani al-Amir
بني مليك - ذي الجنان,Bani Malik - Dhi al-Jinan
بني مليك - جنس,Bani Malik - Jins
بني مليك - مخرور,Bani Malik - Makhrur
بني مليك - نوبة شقفات,Bani Malik - Nawbat Shaqfat
بني مليك - شعب عواض,Bani Malik - Sha'b 'Awadh
بني مليك - شعب سباء,Bani Malik - Sha'b Saba'
بير الدلو,Bir Al-Dalu
بير الدلو - الاكمـــه,Bir Al-Dalu - Al-Akma
بير الدلو - الجوارف,Bir Al-Dalu - Al-Jawarif
بوميه - العدينه,Bumiya - Al-Adina
بوميه - الضبيره,Bumiya - Al-Dhabira
بوميه - الضفيريه,Bumiya - Al-Dhafiriya
بوميه - الذنبه,Bumiya - Al-Dhanba
بوميه - الجليفيه,Bumiya - Al-Jalifiya
بوميه - الكربه,Bumiya - Al-Karba
بوميه - المعمل,Bumiya - Al-Ma'mal
بوميه - المقصع,Bumiya - Al-Maqsa'
بوميه - النوبه,Bumiya - Al-Nuba
بوميه - القطنه,Bumiya - Al-Qatna
بوميه - السقيع,Bumiya - Al-Saqee'
بوميه - الشعيب,Bumiya - Al-Shu'aib
بوميه - الطواهر,Bumiya - Al-Tawahir
بوميه - كيزه,Bumiya - Kiza
غريره,Gharira
غيل الحاضنه - العشه,Ghayl Al-Hadina - Al-Asha
غيل الحاضنه - الحمراء,Ghayl Al-Hadina - Al-Hamra
غيل الحاضنه - الجدون,Ghayl Al-Hadina - Al-Jadun
غيل الحاضنه - القحفه,Ghayl Al-Hadina - Al-Qahfa
غيل الحاضنه - القاهر,Ghayl Al-Hadina - Al-Qahir
غيل الحاضنه - القرعاء,Ghayl Al-Hadina - Al-Qara'a
غيل الحاضنه - قرفص,Ghayl Al-Hadina - Qarfas
حبوه المدد,Habwah Al-Madad
هداره,Haddara
هداره - العموقة,Haddara - Al-Amuqa
هداره - الاصيفية,Haddara - Al-Asifiya
حاضيه - الاقفية,Hadhiyah - al-Aqfiyah
حاضيه - البارك,Hadhiyah - al-Barak
حاضيه - البطنة,Hadhiyah - Al-Batnah
حاضيه - الجواح,Hadhiyah - Al-Jawah
حاضيه - الخافشية,Hadhiyah - Al-Khafshiyah
حاضيه - النويبة,Hadhiyah - al-Nuwaybah
حاضيه - الشعب,Hadhiyah - al-Sha'b
حاضيه - الشكلة,Hadhiyah - al-Shaklah
حاضيه - السويطي,Hadhiyah - al-Suwayti
حاضيه - الزجا جية,Hadhiyah - al-Zajajiyah
حاضيه - حاضية,Hadhiyah - Hadhiyah
حاضيه - ماغرة,Hadhiyah - Magharah
حاضيه - شعب الكليب,Hadhiyah - Shaab Al-Kulaib
حاضيه - ثواب,Hadhiyah - Thawab
حمر - الكبه,Hamr - Al-Kabba
حمر - المجوير,Hamr - Al-Majawir
حمر - المغني,Hamr - Al-Mughni
حمر - الرواس,Hamr - Al-Rawas
حنه العليا - الاعطف,Hanna Al-Ulya - Al-Ataf
حنه العليا - البكريه,Hanna Al-Ulya - Al-Bakriya
حنه العليا - الباطن,Hanna Al-Ulya - Al-Batin
حنه العليا - البزيقه,Hanna Al-Ulya - Al-Baziqa
حنه العليا - الدخيل,Hanna Al-Ulya - Al-Dakhil
حنه العليا - الدمدم,Hanna Al-Ulya - Al-Damdam
حنه العليا - الفاقع,Hanna Al-Ulya - Al-Faqi'
حنه العليا - الحبوه,Hanna Al-Ulya - Al-Habwa
حنه العليا - الحديده,Hanna Al-Ulya - Al-Hadida
حنه العليا - الحجاجين,Hanna Al-Ulya - Al-Hajjajin
حنه العليا - الحسيه,Hanna Al-Ulya - Al-Hasiya
حنه العليا - الخريشيبه,Hanna Al-Ulya - Al-Kharishiba
حنه العليا - المزق,Hanna Al-Ulya - Al-Muzq
حنه العليا - النوبه,Hanna Al-Ulya - Al-Nawba
حنه العليا - القصعه,Hanna Al-Ulya - Al-Qas'a
حنه العليا - الرقه,Hanna Al-Ulya - Al-Raqqa
حنه العليا - الطويران,Hanna Al-Ulya - Al-Tuwairan
حنه العليا - ذي عيان,Hanna Al-Ulya - Dhi Ayan
حنه العليا - حنه,Hanna Al-Ulya - Hanna
حنه العليا - حصب الراحه,Hanna Al-Ulya - Hasab Al-Rahah
حنه العليا - خرانه,Hanna Al-Ulya - Kharanah
حنه السفلى - الدرباني,Hannah Al-Sufla - Al-Darbani
حنه السفلى - الخضيراء,Hannah Al-Sufla - Al-Khadhira
حنه السفلى - المتين,Hannah Al-Sufla - Al-Mateen
حنه السفلى - الزويم,Hannah Al-Sufla - Al-Zuwaim
حنه السفلى - سدان,Hannah Al-Sufla - Sadan
حنه العليا - الحضاره,Hannah Al-Ulya - Al-Hadara
حنه العليا - الهشام,Hannah Al-Ulya - Al-Hasham
حنه العليا - القطع,Hannah Al-Ulya - Al-Qata'
حنه العليا - الرويه السفلى,Hannah Al-Ulya - Al-Ruwayya Al-Sufla
حنه العليا - الرويه العليا,Hannah Al-Ulya - Al-Ruwayya Al-Ulya
حنه العليا - الشلبيه,Hannah Al-Ulya - Al-Shalabiya
حنه العليا - حجفار,Hannah Al-Ulya - Hajfar
حصيب المهوق,Hasib Al-Mahouq
حصيب المهوق - لابح,Hasib Al-Mahouq - Labah
حصيب المهوق - طرة البرقعه,Hasib Al-Mahouq - Tarrah Al-Burqa'ah
حصيب القوبه,Hasib Al-Qubbah
حصيب القوبه - المخشب,Hasib Al-Qubbah - Al-Mukhshab
حصيب القوبه - الموجع,Hasib Al-Qubbah - Al-Muwajja'
حصيب القوبه - النوبه,Hasib Al-Qubbah - Al-Nawbah
حصيب القوبه - الشعوب,Hasib Al-Qubbah - Al-Shueub
حصيب القوبه - حصيب الحائط,Hasib Al-Qubbah - Hasib Al-Ha'it
حصيب القوبه - نوبة المخشب,Hasib Al-Qubbah - Nawbat Al-Mukhshab
حسي بن علوان - المخاسع,Hassi Bin Alwan - Al-Makhasa
حسي بن علوان - القطنة,Hassi Bin Alwan - Al-Qatna
حسي بن علوان - حسي بن علوان,Hassi Bin Alwan - Hassi Bin Alwan
حسي بن علوان - سيلة الهدينه,Hassi Bin Alwan - Saylat Al-Hadina
حسي بن علوان - سيلة السوداء,Hassi Bin Alwan - Saylat Al-Sawda
حسي سالم,Hassi Salem
حسي سالم - الهامد,Hassi Salem - Al-Hamid
حسي سالم - الهتيكة,Hassi Salem - Al-Hatika
حسي سالم - الخظراء,Hassi Salem - Al-Khadhra'
حسي سالم - المبعوث,Hassi Salem - Al-Mab'outh
حسي سالم - القنزيه,Hassi Salem - Al-Qanziyah
حسي سالم - الشبابية,Hassi Salem - Al-Shababiyah
حسي سالم - دار الشجاع,Hassi Salem - Dar Al-Shuja'
حيس,Hays
حيس - الحجاج,Hays - Al-Hajjaj
هوب  الوقيع - المقيبرة,Hub Al-Waqi' - Al-Muqaybira
جعاشي - البراح,Ja'ashi - Al-Barah
جعاشي - الظاهرة,Ja'ashi - Al-Dhahira
جعاشي - الحفيظة,Ja'ashi - Al-Hafiza
جعاشي - الحجاجيه,Ja'ashi - Al-Hajjajiya
جعاشي - الجرارى,Ja'ashi - Al-Jarari
جعاشي - المقاصع,Ja'ashi - Al-Maqasa'
جعاشي - المزرعة,Ja'ashi - Al-Mazra'a
جعاشي - القدارى,Ja'ashi - Al-Qadari
جعاشي - القفده,Ja'ashi - Al-Qafda
جعاشي - القاردة,Ja'ashi - Al-Qarda
جعاشي - القرعة,Ja'ashi - Al-Qur'a
جعاشي - الرقاعية,Ja'ashi - Al-Ruqa'iya
جعاشي - الشطيط,Ja'ashi - Al-Shatit
جعاشي - الشطين,Ja'ashi - Al-Shattin
جعاشي - دهل السمح,Ja'ashi - Dahl Al-Samh
جبل العمري,Jabal Al-Amri
جبل العمري - الحمديه,Jabal Al-Amri - Al-Hamdiya
جبل العمري - الحنيشيه,Jabal Al-Amri - Al-Hanishiya
جبل العمري - شرك,Jabal Al-Amri - Shirk
جبل الحكيمه - العقيله,Jabal al-Hakimah - al-Aqila
جبل الحكيمه - البرح,Jabal al-Hakimah - al-Barh
جبل الحكيمه - الفوشه,Jabal al-Hakimah - al-Fawshah
جبل الحكيمه - الحنايه,Jabal al-Hakimah - al-Hanaya
جبل الحكيمه - الجمينه,Jabal al-Hakimah - al-Jaminah
جبل الحكيمه - الكباب,Jabal Al-Hakimah - Al-Kabab
جبل الحكيمه - المعاقد,Jabal al-Hakimah - al-Ma'aqid
جبل الحكيمه - الملصوب,Jabal Al-Hakimah - Al-Malasub
جبل الحكيمه - المصاحر,Jabal Al-Hakimah - Al-Masahir
جبل الحكيمه - الميرخ,Jabal al-Hakimah - al-Mirkh
جبل الحكيمه - القداعمه,Jabal Al-Hakimah - Al-Qada'imah
جبل الحكيمه - القرن,Jabal Al-Hakimah - Al-Qarn
جبل الحكيمه - السقايه,Jabal al-Hakimah - al-Saqaya
جبل الحكيمه - الشعور,Jabal Al-Hakimah - Al-Shu'ur
جبل الحكيمه - الطفيلي,Jabal al-Hakimah - al-Tufaili
جبل الحكيمه - اليواجد,Jabal al-Hakimah - al-Yawajid
جبل الحكيمه - حديجه,Jabal Al-Hakimah - Hadijah
جبل الحكيمه - تي الوادي,Jabal al-Hakimah - Ti al-Wadi
جبل العمري -بدو رحل,Jabal Al-'Umari (Bedouin nomads)
جحزر - العرجوشى,Jahzar - al-Arjushi
جحزر - البانة,Jahzar - al-Bana
جحزر - البيرك,Jahzar - al-Birk
جحزر - البويركه,Jahzar - al-Buwayrikah
جحزر - الضاحة,Jahzar - Al-Dahha
جحزر - الدمينية,Jahzar - Al-Dumayniya
جحزر - الحدجى,Jahzar - al-Hadji
جحزر - الجدبة,Jahzar - al-Jadbah
جحزر - الجرب,Jahzar - al-Jarb
جحزر - الجرشية,Jahzar - al-Jarshiyyah
جحزر - الجريز,Jahzar - Al-Jurayz
جحزر - المحل,Jahzar - al-Mahal
جحزر - المقصع,Jahzar - Al-Maqsa'
جحزر - القطنى,Jahzar - al-Qatni
جحزر - الشطين,Jahzar - al-Shattin
جحزر - الشوكة,Jahzar - al-Shawkah
جحزر - الصوفة,Jahzar - al-Sufah
جحزر - الطور,Jahzar - al-Tur
جحزر - حصب الهيكل,Jahzar - Hasab al-Haykal
جحزر - ودن الزبيدى,Jahzar - Wadan al-Zubaidi
جريزه - العوجاء,Jariza - Al-Awjaa
جريزه - الكامه,Jariza - Al-Kama
جريزه - السخينه,Jariza - Al-Sakhina
جريزه - سميقنه,Jariza - Samiqna
جريزه - شراط,Jariza - Sharat
جزيرة الزيادي,Jazirat Al-Ziyadi
جزيرة ميون,Jazirat Mayyun
مبتعه - الداخله,Mabta'ah - Al-Dakhla
مبتعه - المعيانه,Mabta'ah - Al-Mu'ayyanah
مبتعه - الرفصه,Mabta'ah - Al-Rafsah
مبتعه - هيجة  الضص,Mabta'ah - Hayjah Al-Dhas
محاطبه - الجزله,Mahataba - Al-Jazla
محاطبه - المليطات,Mahataba - Al-Malitat
محاطبه,Mahatabah
محاطبه - العريديد,Mahatabah - Al-'Aridid
محاطبه - الاشوع,Mahatabah - Al-Ashwa'
محاطبه - الغول,Mahatabah - Al-Ghul
محاطبه - الهقين,Mahatabah - Al-Haqin
محاطبه - الهيوح,Mahatabah - Al-Haywah
محاطبه - الجريجر,Mahatabah - Al-Jurayjir
محاطبه - المليحه,Mahatabah - Al-Malihah
محاطبه - القلب,Mahatabah - Al-Qalb
محاطبه - الشهريه,Mahatabah - Al-Shahriyah
مجريه - الحصب,Majriya - Al-Hasab
مجريه - الصنيف,Majriya - Al-Sunayf
مقبنه - العفه,Maqbanah - Al-Afa
مقبنه - العفيف,Maqbanah - Al-Afif
مقبنه - الضريب,Maqbanah - Al-Dharib
مقبنه - الغدير,Maqbanah - Al-Ghadir
مقبنه - الرون,Maqbanah - Al-Rawan
مقبنه - خرشبه,Maqbanah - Kharshaba
موزع - الدائري الجنوبي,Mawza' - Al-Da'iri Al-Janoubi
موزع - الدائري الشمالي,Mawza' - Al-Da'iri Al-Shamali
موزع - الحرز,Mawza' - Al-Harz
موزع - الجامع,Mawza' - Al-Jami'
موزع - الكهرباء,Mawza' - Al-Kahraba
موزع - اللحوج,Mawza' - Al-Lahuj
موزع - المداره,Mawza' - Al-Madarah
موزع - السيد حسين,Mawza' - Al-Sayyid Husayn
موزع - الشيخ,Mawza' - Al-Shaykh
موزع - السوق,Mawza' - Al-Souq
موزع - اليمينه,Mawza' - Al-Yaminah
موزع - عقلان,Mawza' - Aqlan
موزع - باسعد,Mawza' - Bas'ad
موزع - شجيره,Mawza' - Shujayrah
مبتعه,Mubta'a
مبتعه - الكهاديد,Mubta'a - Al-Kahadid
مبتعه - المحابيه,Mubta'a - Al-Mahabiya
مبتعه - المنقاعه,Mubta'a - Al-Manqa'a
مبتعه - الوقف,Mubta'a - Al-Waqf
مقدم راس - عبيله,Muqaddam Ras - Abilah
مقدم راس - العكده,Muqaddam Ras - Al-Akdah
مقدم راس - البراح,Muqaddam Ras - Al-Barah
مقدم راس - الدعامه,Muqaddam Ras - Al-Da'amah
مقدم راس - الداخله,Muqaddam Ras - Al-Dakhilah
مقدم راس - الهبيبه,Muqaddam Ras - Al-Habibah
مقدم راس - الحنكه,Muqaddam Ras - Al-Hanakah
مقدم راس - الحقارين,Muqaddam Ras - Al-Haqariin
مقدم راس - الحجيفه,Muqaddam Ras - Al-Hujayfah
مقدم راس - الحطيب,Muqaddam Ras - Al-Hutaib
مقدم راس - الخيفه,Muqaddam Ras - Al-Khaifah
مقدم راس - المنجاره,Muqaddam Ras - Al-Manjarah
مقدم راس - المعيصر,Muqaddam Ras - Al-Mu'aysir
مقدم راس - المنيدمه,Muqaddam Ras - Al-Munaydimah
مقدم راس - المقشع,Muqaddam Ras - Al-Muqsha'
مقدم راس - القحفه,Muqaddam Ras - Al-Qahfah
مقدم راس - القشايب,Muqaddam Ras - Al-Qashaib
مقدم راس - القيانة,Muqaddam Ras - Al-Qiyanah
مقدم راس - الراس,Muqaddam Ras - Al-Ras
مقدم راس - بيت الهويش,Muqaddam Ras - Bayt Al-Huwaish
مقدم راس - وادي بني ابراهيم,Muqaddam Ras - Wadi Bani Ibrahim
نجد عقاب,Najd Aqab
نوبة عامر,Nawbat Amer
نوبة عامر - العجمى,Nawbat Amer - Al-Ajami
نوبة عامر - الدلع,Nawbat Amer - Al-Dala'
نوبة عامر - الحدبة,Nawbat Amer - Al-Hadbah
نوبة عامر - الحليبة,Nawbat Amer - Al-Halibah
نوبة عامر - الحريشة,Nawbat Amer - Al-Harisha
نوبة عامر - المراوشة,Nawbat Amer - Al-Marawsha
نوبة عامر - حصب الكامل,Nawbat Amer - Hasab Al-Kamil
نمره - العذار,Nimrah - al-Adhar
نمره - الاجراف,Nimrah - al-Ajraf
نمره - الحصب,Nimrah - Al-Hasab
نمره - المناخ,Nimrah - al-Manakh
نمره - القبقاب,Nimrah - al-Qabqab
نمره - الرجمه,Nimrah - al-Rajmah
نمره - ذي النيت,Nimrah - Dhi al-Nit
نمره - ذي الشهران,Nimrah - Dhi Al-Shahrani
نمره - جبل الشعبي,Nimrah - Jabal Al-Sha'bi
نمره - كحاح,Nimrah - Kahah
نمره - مشعار نمره,Nimrah - Mish'ar Nimrah
نمره - نجدالمعينه,Nimrah - Najd Al-Mu'aynah
نمره - نجد الشلبى,Nimrah - Najd al-Shalabi
نمره - رهاده العليا,Nimrah - Rahadah Al-'Ulya
نمره - رزيقه,Nimrah - Raziqah
نمره - شعب العديني,Nimrah - Sha'b Al-'Adini
قناهو بن علي,Qanahu Bin Ali
قناهو بن علي - عهوقه,Qanahu Bin Ali - Ahuqa
قناهو بن علي - الحقيبه,Qanahu Bin Ali - Al-Haqiba
قناهو بن علي - الحصين,Qanahu Bin Ali - Al-Husayn
قناهو بن علي - الرونه,Qanahu Bin Ali - Al-Rawna
قناهو بن علي - بوكرة قناهو,Qanahu Bin Ali - Buqra Qanahu
قرحه,Qarhah
رداع - المداتن,Rada Al-Madaten
رداع - القحفة,Rada-Al Qahfah
رداع - الحجينه,Rada-Al-Hajaynah
رداع - المصنع,Rada-Al-Masnna'
رداع - الميدان,Rada-Al-Maydan
رداع - الميهال,Rada-Al-Mayhal
رداع - القرية,Rada-Al-Qaryah
رداع - الشرف,Rada-Al-Sharf
رداع - محروضه,Rada-Mahroudah
رهبه,Rahbah
رهبه - اكمة الحصة,Rahbah - Akmat Al-Hassa
رهبه - الدعام,Rahbah - Al-Da'am
رهبه - الحروره,Rahbah - Al-Harura
رهبه - الحصـــه,Rahbah - Al-Hassa
رهبه - الحطبى,Rahbah - Al-Hatabi
رهبه - الجبل,Rahbah - Al-Jabal
رهبه - الجدل,Rahbah - Al-Jadal
رهبه - الكدش,Rahbah - Al-Kadash
رهبه - الخدمات,Rahbah - Al-Khadamat
رهبه - المضـبه,Rahbah - Al-Madhbah
رهبه - المحجر,Rahbah - Al-Mahjar
رهبه - المقرعة,Rahbah - Al-Maqra'ah
رهبه - النوبه,Rahbah - Al-Nawbah
رهبه - الصوب,Rahbah - Al-Sawb
رهبه - نجدالجرف,Rahbah - Najd Al-Jarf
جسر رسيان - العقه,Rasian Bridge - Al-Aqah
جسر رسيان - الدويده,Rasian Bridge - Al-Duwaida
جسر رسيان - الحقيره,Rasian Bridge - Al-Haqira
جسر رسيان - الهوايم,Rasian Bridge - Al-Hawaim
جسر رسيان - القماريه,Rasian Bridge - Al-Qamariya
جسر رسيان - الودن,Rasian Bridge - Al-Wadan
صفونه - المرهوض,Safuna - Al-Marhoudh
شبيه - الاكمه,Shabih - Al-Akmah
شبيه - الهداشيه,Shabih - Al-Hadashiyah
شبيه - الحقيب,Shabih - Al-Haqeeb
شبيه - الجرزين,Shabih - Al-Jarzeen
شبيه - المرقب,Shabih - Al-Marqab
شبيه - الرواس,Shabih - Al-Rawas
شبيه - الروبق,Shabih - Al-Rawbaq
شبيه - حصب الذنبه,Shabih - Hasab Al-Dhanbah
شبيه - حصب السياري,Shabih - Hasab Al-Sayyari
شبيه - حزاز,Shabih - Hazaz
شبيه - هيجة الحجر,Shabih - Heijah Al-Hajar
شبيه - قشوبه,Shabih - Qashoubah
شعبو - اللجيعه العليا,Sha'bo - Al-Laji'ah Al-Ulya
شعبو - الرحيبه,Sha'bo - Al-Rahibah
شعبو - الشنيرج,Sha'bo - Al-Shanirj
شعبو - العهارف,Sha'bu - Al-'Aharif
شعبو - العجند,Sha'bu - Al-'Ajand
شعبو - العماصي,Sha'bu - Al-Amasi
شعبو - الدور,Sha'bu - Al-Dur
شعبو - الفقا,Sha'bu - Al-Faqa
شعبو - الحصب,Sha'bu - Al-Hasab
شعبو - الحيمه,Sha'bu - Al-Haymah
شعبو - الكرابيه,Sha'bu - Al-Karabiyah
شعبو - الكوري,Sha'bu - Al-Kuri
شعبو - اللجيعه السفلى,Sha'bu - Al-Laji'ah Al-Sufla
شعبو - المخرج,Sha'bu - Al-Makhraj
شعبو - المقاهي,Sha'bu - Al-Maqahi
شعبو - المشاهرة,Sha'bu - Al-Mashahirah
شعبو - المشاقيه,Sha'bu - Al-Mashaqiyah
شعبو - الملاقي,Sha'bu - Al-Mulaqi
شعبو - النجيب,Sha'bu - Al-Najib
شعبو - السلايم,Sha'bu - Al-Salayim
شعبو - السدير,Sha'bu - Al-Sudair
شعبو - حصب المقطار,Sha'bu - Hasab Al-Muqtar
شرح,Sharh
شرح - المحامل,Sharh - Al-Mahamil
شرح - العمده,Sharh - Al-Umda
ذي البرع - الهبيب,Thee Al-Bara-Al-Habeeb
ذي البرع - الكـدف,Thee Al-Bara-Al-Kadf
ذي البرع - الكسـر,Thee Al-Bara-Al-Kasr
ذي البرع - المسيرب,Thee Al-Bara-Al-Musayrib
ذي البرع - القحفــه,Thee Al-Bara-Al-Qahfah
ذي البرع - القريـه,Thee Al-Bara-Al-Qaryah
ذي البرع - الصباء,Thee Al-Bara-Al-Saba
ذي البرع - السنـح,Thee Al-Bara-Al-Sanah
ذي البرع - هوب مبرد,Thee Al-Bara-Hob Mabrad
ذي البرع - مقبر الصروره,Thee Al-Bara-Maqbar Al-Sarurah
ذي البرع - قحفة سميع,Thee Al-Bara-Qahfat Samee'
عكاشة,Ukashah
وادي الاحمر - اكمة مهاق,Wadi Al-Ahmar - Akmat Mahaq
وادي الاحمر - الجبيليه,Wadi Al-Ahmar - Al-Jubailiya
وادي الاحمر - المهدار,Wadi Al-Ahmar - Al-Mahdar
وادي الاحمر - الميهال,Wadi Al-Ahmar - Al-Mihyal
وادي الاحمر - المنحــه,Wadi Al-Ahmar - Al-Minha
وادي الاحمر - المربعه,Wadi Al-Ahmar - Al-Murabba'a
وادي الاحمر - الرون,Wadi Al-Ahmar - Al-Rawn
وادي الاحمر - هجــم,Wadi Al-Ahmar - Hajam
وادي الاحمر - مدحي عبدالله,Wadi Al-Ahmar - Madhi Abdullah
وادي الاحمر - نجدالبير,Wadi Al-Ahmar - Najd Al-Bir
وادي الاحمر - شعب القرع,Wadi Al-Ahmar - Sha'b Al-Qara'
وادي الاحمر - شعب دعام,Wadi Al-Ahmar - Sha'b Da'am
وادي البير,Wadi Al-Bir
وادي البير - اكمة عبدول,Wadi Al-Bir - Akmat Abdul
وادي البير - الاطراف,Wadi Al-Bir - Al-Atraf
وادي البير - الدار,Wadi Al-Bir - Al-Dar
وادي البير - الحافه,Wadi Al-Bir - Al-Hafa
وادي البير - الجب,Wadi Al-Bir - Al-Jub
وادي البير - المدرج,Wadi Al-Bir - Al-Madraj
وادي البير - هوب هادي,Wadi Al-Bir - Hub Hadi
وادي البير - محقنه,Wadi Al-Bir - Mahqana
وادي البير - ريمه,Wadi Al-Bir - Rima
وادي البير - شعبة الحادي,Wadi Al-Bir - Sha'bat Al-Hadi
وادي البير - تتر اعلى,Wadi Al-Bir - Tatar A'la
وادي البير - تتر اسفل,Wadi Al-Bir - Tatar Asfal
وادي المعقم - العارضه,Wadi Al-Mu'aqam - Al-'Ardah
وادي المعقم - الدار,Wadi Al-Mu'aqam - Al-Dar
وادي المعقم - الغول,Wadi Al-Mu'aqam - Al-Ghul
وادي المعقم - الحبوة الطويل,Wadi Al-Mu'aqam - Al-Habwa Al-Tawil
وادي المعقم - الحقيبه,Wadi Al-Mu'aqam - Al-Haqibah
وادي المعقم - الحصب,Wadi Al-Mu'aqam - Al-Hasab
